source_path,sha256,source_type,processed_at,batch_id,source_label
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\Oxk8BAFUdBE.segments.jsonl,17ba669fa38faedff32dcff593d63d94e270c7daa832ab7b4013dbf96d23fca9,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\p0jPh9KrCgc.segments.jsonl,2a24d78717480bd25d3ea0be81053b3bbeee78034198d8221467b17e248d8cd8,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\p0mDiJCUXWc.segments.jsonl,c2df94ed8b2cb522ad9c53f430d7a1e397cc33771fdcd9c15596eb50f42e3c45,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\Qvf4YA24LXM.segments.jsonl,b33d3cf2472d671b4a6d93d4cdba4b2a730cc29c041d980fcc7dad4a0bedf9a0,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\qy-4MKNeDzU.segments.jsonl,dc7c6a9a36ba1d21e6ba90d12f2b683dd0471701a1bd1198a7347990e252fe69,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\qy_N0XOlApA.segments.jsonl,bf47df776007ea98d9dd7da0a7639d012b67eed4a74d73a9f316eae63bc77469,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\r7POfIOIJd8.segments.jsonl,197bf1524adb41b17ca04e976c8d32b3441ace3ec00a4cf77af55aec3915019b,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\r8zJxgGRapQ.segments.jsonl,8615b3c520cc78fa29b961f05b7ebb633272d22e80fa21980616422e93e9bd66,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\raxt96y9XFQ.segments.jsonl,f80a0d4be6e0ab0eae1f363e54d3eaf2ee173dd0b13eeb4ede1e545a0709cd85,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\RD8gcj5aP74.segments.jsonl,74f49268678622c1a7b57077c8d07fbd9efe407a81a3990abe91bd5fd8abd8ad,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\RRdQPuFQCik.segments.jsonl,f558d44eceea84ace33f49ffe5aef0e43acb43ec4c4ccaa16a01c73340a4ddc2,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\RRPA9FVZ2Ds.segments.jsonl,793e7e7e63d732ac245bb457dccf356c086a36c3e0130cc2aa4c3565cc5f8ddb,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\SAT9VaizQiY.segments.jsonl,a5c21a62dd02b1f50ba008481c03941929745d596dc61d76060c7a0600645f88,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\sjqzf9ER_mA.segments.jsonl,749aa60b75cb299ac1b6057c9badd02efe0408590cf41fed28fb48c31ff559d7,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\SkLWbV2A-aI.segments.jsonl,23da5522d86045eba198f53d2e0d21bd85ff0ab5539d55c6bab1139404cabee6,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\SOADMgNpZr0.segments.jsonl,17a92970f13104573e148d685e482c3c2b76780a07d6515749c952d175fb2d84,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\SR4Myof7g0Q.segments.jsonl,7a64fc6582c5c35b96fde00e0b68130f850edb94f5f48d1283c60e6fcd397147,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\sSrRCNjcm5I.segments.jsonl,6e614eadbaaadc8a6e61b3e12bf3155e07da715041afd5befed8b3248162f030,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\taUQwaop3Ro.segments.jsonl,5a3c17fadbeaf6a64d2b1d3253bcd8deb630f97a2c7fcc384c7fe551fdc57284,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\tdcH4dZ12vQ.segments.jsonl,87d8f2a6c6aa596ee879af782b6f46ac9c9c8ed897f803c5d61707a327d56948,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\tK4hyAbE3rw.segments.jsonl,0538a40f65cdd2e73e4cf2c4c4e45128c1c21c4ac6a60dab47797b4162fe2987,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\tQjAGbYIw00.segments.jsonl,ab2d5bf7d0742ea25ed96ae789712626321b6cf9dab9e85e154a5d9ada87c481,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\tUE5vpNZDtU.segments.jsonl,0b9ed7397152e1f985812dfdeff89bc282b84c810a1014a5f07674fbd5796fb4,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\tXxuSX7iNeM.segments.jsonl,66d391ec0fb3bdbd3d45cdf77d7944fa7cfebc6bc7e4cc8a65a1caa6fef5a6fc,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\v-BQUZFqnRc.segments.jsonl,ae614452f675b3e9c9dec334b4d2cfef4477e115a24823d15123ad55d61a4b50,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\v02RjgeEg7Y.segments.jsonl,0d2450a648bf9201b0028ba0eb85527943c5673f2e8c5c6dfce826e91fb9b03a,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\v4d389XfJbA.segments.jsonl,52c8c7e73c93a09bc039ec17ed3489c5f65c4ffd581f3c51671c201d73b21c23,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\v5Hdh0OeemA.segments.jsonl,082d010d0caa60320c9f2b9a3aaf04c5be400178c6188dd08ba273e51f797a9c,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\vR-o6IGspmU.segments.jsonl,0b281d2bb5addf8c0c71b3e84b0e400a40f206b3e8ae14c0e01179e9b4011733,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\vVa6h4WYlOw.segments.jsonl,62eeb642a91ccd46f65c85b5904ec8eb9cd3210e2ed2d0264a39488fea4cd015,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\W4aWp1dC5ZU.segments.jsonl,0b7d0bd3eff0625fc9d55fe8ee4a1ab7e1a91fd4222b4979dd451a3319c239c7,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\WCezIGm3Cp4.segments.jsonl,ca4dbc1c4e1bba77ecaf2d1aab35cb95429c090f8a792f867f671701a3d5141e,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\WET6BjpHGkc.segments.jsonl,73e7114a3384d6161f9a3246a86384c14fe8feaba43025ec9d3323509a8b3c27,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\WFgjKQU-yFE.segments.jsonl,afb0dc763864b4b992079aeca1a8b5d5ad41fb114dac8391f47b8d129001b8c7,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\wfpVe_F_0UE.segments.jsonl,4311eb4e8f85a331ca594253d241b23d88692aecfc74afffd973e45de40c9546,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\WGn_E_9ZS2Q.segments.jsonl,0fc405d02eaac022b43f9ce966afb1b0af94e1dd820284086eb98f13492b1b8d,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\wnz7NM7h9R4.segments.jsonl,2c18eae0cd024e177b90e3662cc8c99ef81bfa5fdd608399d4eb228e9a1667e6,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\x0S5J-EquJA.segments.jsonl,06795fca95dd5e001211df0ebb812f189b01994d97fea71f5edc4ebb8fdb12dd,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\XBdxRddutME.segments.jsonl,9e750654889bd652e39b324bd74791267f7bf7788ce1379bba1ce906acd1dd93,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\XdWOJT8oaqY.segments.jsonl,dd366c4bff5bc713a284e92cb98f07d4587a0b6117fc8d8f2ddba3afc16318f4,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\xIZYuhJjYAQ.segments.jsonl,a9ea03d65c67c96e51dfd61f51839fa4caae92e8bb705606726916032d95ec4a,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\xPEfDUJiE_w.segments.jsonl,41f4e1b2e16257b6183936fa2e8c2b8978a7aa001fa418f4e3f6fa66a9c7a705,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\Xu8_onfDCsQ.segments.jsonl,768048f745855a01cfa707dc674c439a1d52153fe4a6bab3f3791c857f2df5b8,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\normalized\YItOkNjS4OY.segments.jsonl,d3d03deec40fb9ea660cf6154456133d1143cd47e25576224020fbf4d6bfcbdc,youtube_caption,2026-09-20T07:12:12.872129+00:00,20260920T071212Z_REBUILD,rebuild_all
